1975,1,1,0.85307
1975,1,2,0.80817
1975,1,3,0.75258
1975,1,4,0.79534
1975,1,5,1.0348
1975,1,6,1.0754
1975,1,7,1.0498
1975,1,8,1.5287
1975,1,9,2.3732
1975,1,10,2.7153
1975,1,11,4.0622
1975,1,12,5.5588
1975,1,13,7.761
1975,1,14,7.2906
1975,1,15,6.5209
1975,1,16,4.8533
1975,1,17,2.9505
1975,1,18,1.7339
1975,1,19,1.4068
1975,1,20,1.3662
1975,1,21,1.3106
1975,1,22,1.1973
1975,1,23,1.1759
1975,1,24,1.4325
1975,1,25,1.6249
1975,1,26,1.843
1975,1,27,1.8601
1975,1,28,1.8387
1975,1,29,1.7745
1975,1,30,1.5052
1975,1,31,1.1909
1975,2,1,1.0669
1975,2,2,1.0348
1975,2,3,1.0006
1975,2,4,1.0861
1975,2,5,1.7553
1975,2,6,2.0033
1975,2,7,1.967
1975,2,8,1.9157
1975,2,9,1.8686
1975,2,10,1.4902
1975,2,11,1.1417
1975,2,12,1.1118
1975,2,13,1.3298
1975,2,14,1.2443
1975,2,15,1.0583
1975,2,16,1.7339
1975,2,17,5.4733
1975,2,18,28.008
1975,2,19,29.291
1975,2,20,17.489
1975,2,21,10.177
1975,2,22,6.9485
1975,2,23,6.1361
1975,2,24,5.8368
1975,2,25,5.2167
1975,2,26,4.4471
1975,2,27,4.0622
1975,2,28,4.0836
1975,3,1,3.4422
1975,3,2,2.3518
1975,3,3,1.967
1975,3,4,1.7959
1975,3,5,1.6912
1975,3,6,1.5436
1975,3,7,1.5158
1975,3,8,1.5907
1975,3,9,1.5714
1975,3,10,1.5607
1975,3,11,1.4987
1975,3,12,1.4068
1975,3,13,1.6078
1975,3,14,2.0952
1975,3,15,2.3518
1975,3,16,3.656
1975,3,17,5.0457
1975,3,18,9.6638
1975,3,19,14.838
1975,3,20,11.887
1975,3,21,10.797
1975,3,22,7.2265
1975,3,23,5.1312
1975,3,24,4.1905
1975,3,25,3.5063
1975,3,26,4.0622
1975,3,27,7.0554
1975,3,28,6.5423
1975,3,29,4.5753
1975,3,30,3.207
1975,3,31,2.5656
1975,4,1,2.4587
1975,4,2,1.999
1975,4,3,2.0119
1975,4,4,1.781
1975,4,5,1.6762
1975,4,6,1.6762
1975,4,7,1.503
1975,4,8,1.5052
1975,4,9,2.7153
1975,4,10,7.141
1975,4,11,6.3285
1975,4,12,4.896
1975,4,13,3.9339
1975,4,14,6.4995
1975,4,15,8.9369
1975,4,16,13.405
1975,4,17,11.588
