1950,1,1,0.017182
1950,1,2,0.015273
1950,1,3,0.015273
1950,1,4,0.015273
1950,1,5,0.015273
1950,1,6,0.015273
1950,1,7,0.017182
1950,1,8,0.032455
1950,1,9,0.028636
1950,1,10,0.021
1950,1,11,0.030545
1950,1,12,0.026727
1950,1,13,0.024818
1950,1,14,0.026727
1950,1,15,0.024818
1950,1,16,0.028636
1950,1,17,0.076364
1950,1,18,0.053455
1950,1,19,0.038182
1950,1,20,0.034364
1950,1,21,0.034364
1950,1,22,0.034364
1950,1,23,0.030545
1950,1,24,0.030545
1950,1,25,0.030545
1950,1,26,0.028636
1950,1,27,0.026727
1950,1,28,0.030545
1950,1,29,0.028636
1950,1,30,0.026727
1950,1,31,0.024818
1950,2,1,0.026727
1950,2,2,0.026727
1950,2,3,0.026727
1950,2,4,0.026727
1950,2,5,0.036273
1950,2,6,0.59182
1950,2,7,0.16418
1950,2,8,0.085909
1950,2,9,0.061091
1950,2,10,0.074455
1950,2,11,0.068727
1950,2,12,0.053455
1950,2,13,0.047727
1950,2,14,0.043909
1950,2,15,0.043909
1950,2,16,0.040091
1950,2,17,0.040091
1950,2,18,0.038182
1950,2,19,0.038182
1950,2,20,0.038182
1950,2,21,0.034364
1950,2,22,0.034364
1950,2,23,0.038182
1950,2,24,0.038182
1950,2,25,0.038182
1950,2,26,0.034364
1950,2,27,0.034364
1950,2,28,0.034364
1950,3,1,0.032455
1950,3,2,0.030545
1950,3,3,0.026727
1950,3,4,0.030545
1950,3,5,0.032455
1950,3,6,0.034364
1950,3,7,0.034364
1950,3,8,0.034364
1950,3,9,0.034364
1950,3,10,0.034364
1950,3,11,0.034364
1950,3,12,0.032455
1950,3,13,0.032455
1950,3,14,0.032455
1950,3,15,0.030545
1950,3,16,0.026727
1950,3,17,0.026727
1950,3,18,0.026727
1950,3,19,0.026727
1950,3,20,0.026727
1950,3,21,0.030545
1950,3,22,0.030545
1950,3,23,0.032455
1950,3,24,0.061091
1950,3,25,0.057273
1950,3,26,0.047727
1950,3,27,0.040091
1950,3,28,0.034364
1950,3,29,0.032455
1950,3,30,0.030545
1950,3,31,0.030545
1950,4,1,0.026727
1950,4,2,0.026727
1950,4,3,0.026727
1950,4,4,0.026727
1950,4,5,0.026727
1950,4,6,0.024818
1950,4,7,0.026727
1950,4,8,0.093545
1950,4,9,0.064909
1950,4,10,0.057273
1950,4,11,0.053455
1950,4,12,0.040091
1950,4,13,0.040091
1950,4,14,0.038182
1950,4,15,0.038182
1950,4,16,0.034364
1950,4,17,0.032455
1950,4,18,0.032455
1950,4,19,0.030545
1950,4,20,0.030545
1950,4,21,0.030545
1950,4,22,0.026727
1950,4,23,0.026727
1950,4,24,0.026727
1950,4,25,0.024818
1950,4,26,0.024818
1950,4,27,0.024818
1950,4,28,0.024818
1950,4,29,0.024818
1950,4,30,0.022909
1950,5,1,0.022909
1950,5,2,0.024818
1950,5,3,0.026727
1950,5,4,0.026727
1950,5,5,0.024818
1950,5,6,0.022909
1950,5,7,0.024818
1950,5,8,0.022909
1950,5,9,0.021
1950,5,10,0.019091
1950,5,11,0.019091
1950,5,12,0.021
1950,5,13,0.021
1950,5,14,0.019091
1950,5,15,0.019091
1950,5,16,0.019091
1950,5,17,0.019091
1950,5,18,0.017182
1950,5,19,0.015273
1950,5,20,0.013364
1950,5,21,0.011455
1950,5,22,0.011455
1950,5,23,0.013364
1950,5,24,0.015273
1950,5,25,0.011455
1950,5,26,0.011455
1950,5,27,0.011455
1950,5,28,0.011455
1950,5,29,0.011455
1950,5,30,0.011455
1950,5,31,0.0095455
1950,6,1,0.0076364
1950,6,2,0.0076364
1950,6,3,0.0076364
1950,6,4,0.0076364
1950,6,5,0.0076364
1950,6,6,0.011455
1950,6,7,0.011455
1950,6,8,0.011455
1950,6,9,0.011455
1950,6,10,0.011455
1950,6,11,0.011455
1950,6,12,0.011455
1950,6,13,0.011455
1950,6,14,0.011455
1950,6,15,0.011455
1950,6,16,0.011455
1950,6,17,0.011455
1950,6,18,0.0095455
1950,6,19,0.0076364
1950,6,20,0.0076364
1950,6,21,0.0057273
1950,6,22,0.0057273
1950,6,23,0.0076364
1950,6,24,0.0076364
1950,6,25,0.0057273
1950,6,26,0.0057273
1950,6,27,0.0038182
1950,6,28,0.0038182
1950,6,29,0.0038182
1950,6,30,0.0038182
1950,7,1,0.0038182
1950,7,2,0.0019091
1950,7,3,0.0038182
1950,7,4,0.0019091
1950,7,5,0.0019091
1950,7,6,0.0019091
1950,7,7,0.0019091
1950,7,8,0.0038182
1950,7,9,0.0038182
1950,7,10,0.0057273
1950,7,11,0.0038182
1950,7,12,0.0038182
1950,7,13,0.0019091
1950,7,14,0.0019091
1950,7,15,0.0019091
1950,7,16,0.0019091
1950,7,17,0.0019091
1950,7,18,0.0019091
1950,7,19,0.0019091
1950,7,20,0.0019091
1950,7,21,0.0019091
1950,7,22,0.0019091
1950,7,23,0.0019091
1950,7,24,0.0019091
1950,7,25,0.0019091
1950,7,26,0.0019091
1950,7,27,0.0019091
1950,7,28,0
1950,7,29,0
1950,7,30,0
1950,7,31,0
1950,8,1,0.0019091
1950,8,2,0.0019091
1950,8,3,0.0019091
1950,8,4,0.0019091
1950,8,5,0.0019091
1950,8,6,0.0019091
1950,8,7,0.0019091
1950,8,8,0
1950,8,9,0
1950,8,10,0
1950,8,11,0
1950,8,12,0
1950,8,13,0
1950,8,14,0
1950,8,15,0
1950,8,16,0
1950,8,17,0
1950,8,18,0
1950,8,19,0
1950,8,20,0
1950,8,21,0
1950,8,22,0
1950,8,23,0
1950,8,24,0
1950,8,25,0
1950,8,26,0
1950,8,27,0
1950,8,28,0
1950,8,29,0
1950,8,30,0
1950,8,31,0
1950,9,1,0.0019091
1950,9,2,0.0019091
1950,9,3,0.0019091
1950,9,4,0.0019091
1950,9,5,0.0019091
1950,9,6,0.0019091
1950,9,7,0.0019091
1950,9,8,0.0019091
1950,9,9,0.0019091
1950,9,10,0.0019091
1950,9,11,0.0019091
1950,9,12,0.0019091
1950,9,13,0
1950,9,14,0
1950,9,15,0
1950,9,16,0
1950,9,17,0.0019091
1950,9,18,0.0019091
1950,9,19,0.0019091
1950,9,20,0
1950,9,21,0
1950,9,22,0
1950,9,23,0
1950,9,24,0
1950,9,25,0
1950,9,26,0
1950,9,27,0
1950,9,28,0
1950,9,29,0
1950,9,30,0
1950,10,1,0.0019091
1950,10,2,0
1950,10,3,0
